timestamp,underlying,expiry,universal_mid,atm_vol,time,risk_free_rate,user_locked_skew,a,bL,bR,capL,floorR
2025-03-13 09:15:00,NIFTY,2025-03-13,22486.232424781494,0.15036134813372534,0.0015655577299412916,0.055,,0.1708959177746407,-0.08166823229978443,-2.5243282455851914,0.335369416950789,-0.26805493837508154
2025-03-13 09:16:00,NIFTY,2025-03-13,22473.837019745217,0.1434798767436404,0.0015613264928333423,0.055,,0.18061851172098892,-0.07410832237832053,-1.7366045175054539,0.3778055160532292,-0.3371117176828076
2025-03-13 09:17:00,NIFTY,2025-03-13,22481.96703297562,0.139264966969108,0.0015570952557253928,0.055,,-0.12251112940070896,-0.4149051298345017,-0.08260308149782139,0.34157439462416583,-0.44218167487241133
2025-03-13 09:18:00,NIFTY,2025-03-13,22477.29592588727,0.13205217843074327,0.0015528640186174432,0.055,,-0.1495935380399582,-0.5831258560683834,-0.06537416721688458,0.3303775023552257,-0.41092441576022404
2025-03-13 09:19:00,NIFTY,2025-03-13,22471.46831136375,0.1330540475002869,0.001548632781509494,0.055,,-0.12513648827456056,-0.4887519933899245,-0.08021168254222112,0.3269257331337936,-0.402262230137905
2025-03-13 09:20:00,NIFTY,2025-03-13,22466.707789520013,0.13379711097180086,0.0015444015444015444,0.055,,-0.1001444233893691,-0.3881519078114021,-0.10278700594361756,0.33494774663321675,-0.39647502130118834
2025-03-13 09:21:00,NIFTY,2025-03-13,22457.81930940726,0.13921914622023077,0.001540170307293595,0.055,,-0.10404401293515719,-0.3964945229400402,-0.09531039530328103,0.3355746536883758,-0.4274159965453931
2025-03-13 09:22:00,NIFTY,2025-03-13,22455.954726668147,0.1301410817982528,0.0015359390701856455,0.055,,-0.15020179883885665,-0.4715418640816023,-0.0683570350569602,0.32837258929699376,-0.39812380792457924
2025-03-13 09:23:00,NIFTY,2025-03-13,22461.62597937695,0.1251912417759546,0.001531707833077696,0.055,,-0.1618403612065273,-0.5041894207830757,-0.059530566980514656,0.31858774117982747,-0.385427195621458
2025-03-13 09:24:00,NIFTY,2025-03-13,22472.67690503427,0.12140000000000001,0.0015274765959697467,0.055,,-0.17009598308510837,-0.5107520802746577,-0.051958957575012746,0.317407103364866,-0.37585879106956327
2025-03-13 09:25:00,NIFTY,2025-03-13,22485.3779637884,0.11876105314555196,0.0015232453588617974,0.055,,-0.1883041302107853,-0.5859780569784107,-0.04116361672442267,0.3167824867312982,-0.36486841863749353
2025-03-13 09:26:00,NIFTY,2025-03-13,22481.34426434284,0.11621856375178403,0.0015190141217538478,0.055,,-0.17904284220126898,-0.5746066304598334,-0.04770369217455536,0.3136003718337782,-0.35576742524220567
2025-03-13 09:27:00,NIFTY,2025-03-13,22453.14193079414,0.12034032915103017,0.0015147828846458985,0.055,,-0.17292386848555286,-0.5519549605068684,-0.05109885485291604,0.3150109092827227,-0.367883021199112
2025-03-13 09:28:00,NIFTY,2025-03-13,22476.852230799814,0.11306119634834343,0.0015105516475379492,0.055,,-0.19762703348228886,-0.5765057716433182,-0.037743220814435055,0.3130860366154564,-0.3485800801188007
2025-03-13 09:29:00,NIFTY,2025-03-13,22471.324695522373,0.10942929359329634,0.0015063204104299997,0.055,,-0.16160803072164662,-0.5035149142368119,-0.05564252521361114,0.30515392616284676,-0.33392971786269854
